Year,Country of Asylum Code,Country of Asylum Name,Population Type,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2011,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
2011,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2011,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LVA,Latvia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2011,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2011,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2011,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2011,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2011,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2011,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2011,SRB,Serbia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2011,SVN,Slovenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2011,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2011,CHE,Switzerland,ASY,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2011,CHE,Switzerland,REF,5,0,0,7,0,5,17,0,0,0,0,0,9,9,26
2011,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2011,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2011,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463
2012,ARG,Argentina,ASY,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2012,ARG,Argentina,REF,0,0,0,7,0,0,7,0,0,0,11,0,0,11,18
2012,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2012,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2012,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2012,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
2012,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2012,BEL,Belgium,REF,0,0,0,0,0,45,45,0,0,0,0,0,40,40,85
2012,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2012,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CAN,Canada,ASY,5,5,0,115,17,0,142,0,8,0,155,5,0,168,310
2012,CAN,Canada,REF,0,0,0,36,8,0,44,0,5,0,23,0,0,28,1737
2012,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2012,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2012,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2012,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2012,CZE,Czechia,REF,0,0,0,0,0,43,43,0,0,0,0,0,62,62,105
2012,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2012,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2012,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2012,FRA,France,REF,0,0,0,0,0,388,388,0,0,0,0,0,331,331,719
2012,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2012,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2012,GEO,Georgia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DEU,Germany,ASY,9,8,6,56,5,0,84,7,9,5,47,5,0,73,157
2012,DEU,Germany,REF,37,273,682,6299,2903,0,10194,39,286,702,6435,2403,0,9865,20059
2012,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2012,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,IDN,Indonesia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2012,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
2012,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2012,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2012,LBN,Lebanon,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,LTU,Lithuania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,LVA,Latvia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MKD,Republic of North Macedonia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2012,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2012,NOR,Norway,ASY,0,0,0,0,0,13,13,0,0,0,0,0,12,12,25
2012,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,PER,Peru,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2012,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2012,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,ESP,Spain,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2012,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2012,SRB,Serbia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2012,SVN,Slovenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2012,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2012,CHE,Switzerland,ASY,0,0,0,9,0,0,9,0,9,0,6,0,0,15,24
2012,CHE,Switzerland,REF,0,0,5,6,0,0,11,0,5,0,0,0,0,5,16
2012,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,5,0,0,5,11
2012,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
2012,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411
2013,ARG,Argentina,ASY,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2013,ARG,Argentina,REF,0,0,0,8,0,0,8,0,5,0,11,0,0,16,24
2013,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2013,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2013,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2013,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
2013,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2013,BEL,Belgium,REF,0,0,0,0,0,18,18,0,0,0,0,0,15,15,33
2013,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CAN,Canada,ASY,5,7,0,85,10,0,107,0,7,0,129,0,0,136,243
2013,CAN,Canada,REF,0,5,5,41,0,0,51,0,6,5,30,0,0,41,1605
2013,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2013,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2013,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2013,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2013,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2013,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2013,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,FRA,France,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2013,FRA,France,REF,0,0,0,0,0,397,397,0,0,0,0,0,335,335,732
2013,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2013,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2013,GEO,Georgia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DEU,Germany,ASY,18,12,7,82,6,0,125,18,17,9,85,5,0,134,259
2013,DEU,Germany,REF,7,20,18,77,12,0,134,9,23,18,68,9,0,127,261
2013,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2013,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HRV,Croatia,REF,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2013,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2013,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,IDN,Indonesia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2013,IRL,Ireland,REF,0,0,5,43,5,0,53,0,0,6,45,0,0,51,104
2013,IRQ,Iraq,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2013,LBY,Libya,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,LBN,Lebanon,OOC,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
2013,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,LTU,Lithuania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,LUX,Luxembourg,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,LUX,Luxembourg,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,LVA,Latvia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MKD,Republic of North Macedonia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MEX,Mexico,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
2013,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2013,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2013,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2013,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2013,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2013,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,ESP,Spain,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2013,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,SRB,Serbia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2013,SVN,Slovenia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2013,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
2013,CHE,Switzerland,ASY,0,0,0,5,0,0,5,9,0,0,0,0,0,9,23
2013,CHE,Switzerland,REF,0,0,0,6,0,5,11,0,0,0,8,0,0,8,19
2013,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,5,0,0,5,11
2013,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
2013,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379
2014,ARG,Argentina,ASY,0,7,0,24,9,0,40,0,7,0,37,5,0,49,89
2014,ARG,Argentina,REF,0,0,0,8,0,0,8,0,5,0,11,0,0,16,24
2014,ARM,Armenia,ASY,0,5,0,9,0,0,14,0,6,0,7,0,0,13,27
2014,ARM,Armenia,REF,5,5,0,17,0,0,27,0,6,0,10,0,0,16,43
2014,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2014,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2014,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
2014,AZE,Azerbaijan,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2014,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
2014,BEL,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2014,BLR,Belarus,ASY,0,25,6,40,5,0,76,5,15,14,57,0,0,91,167
2014,BLR,Belarus,REF,0,31,16,86,17,0,150,5,23,11,85,10,0,134,284
2014,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BRA,Brazil,ASY,0,0,0,13,0,0,13,0,0,0,5,0,0,5,18
2014,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BIH,Bosnia and Herzegovina,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BGR,Bulgaria,ASY,0,0,0,0,0,17,17,0,0,0,0,0,19,19,36
2014,CAN,Canada,ASY,0,7,0,48,6,0,61,8,0,0,62,6,0,76,158
2014,CAN,Canada,REF,0,7,5,82,12,0,106,0,5,5,93,5,0,108,1468
2014,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2014,CHL,Chile,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CRI,Costa Rica,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,CRI,Costa Rica,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2014,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2014,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2014,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2014,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
2014,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2014,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2014,EST,Estonia,ASY,0,5,0,9,5,0,19,0,5,0,20,0,0,25,44
2014,FJI,Fiji,ASY,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6
2014,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2014,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2014,FRA,France,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239
2014,FRA,France,REF,0,0,0,0,0,397,397,0,0,0,0,0,340,340,737
2014,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
2014,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2014,GEO,Georgia,ASY,23,37,11,138,13,0,222,29,23,18,57,6,0,133,355
2014,DEU,Germany,ASY,160,167,76,881,106,0,1390,165,162,101,905,49,0,1382,2772
2014,DEU,Germany,REF,9,29,23,81,15,0,157,13,26,21,73,9,0,142,299
2014,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2014,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,HRV,Croatia,ASY,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2014,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2014,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2014,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,ISL,Iceland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2014,IND,India,ASY,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2014,IDN,Indonesia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2014,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2014,IRQ,Iraq,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556
2014,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2014,JOR,Jordan,ASY,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5
2014,JOR,Jordan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,KAZ,Kazakhstan,ASY,0,0,8,7,0,0,15,0,0,0,6,0,0,6,21
2014,KAZ,Kazakhstan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,KGZ,Kyrgyzstan,ASY,0,0,0,9,0,0,9,0,0,0,9,0,0,9,18
2014,KOR,Republic of Korea,ASY,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2014,LBN,Lebanon,ASY,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2014,LBN,Lebanon,OOC,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2014,LIE,Liechtenstein,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,LKA,Sri Lanka,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,LTU,Lithuania,ASY,0,0,0,15,0,0,15,0,0,0,6,0,0,6,21
2014,LTU,Lithuania,REF,0,0,9,0,0,0,9,0,0,6,0,0,0,6,34
2014,LUX,Luxembourg,ASY,0,0,0,0,0,8,8,0,0,0,0,0,15,15,23
2014,LUX,Luxembourg,REF,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2014,LVA,Latvia,ASY,0,5,0,16,10,0,31,0,5,0,16,0,0,21,52
2014,LVA,Latvia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MKD,Republic of North Macedonia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MKD,Republic of North Macedonia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MDA,Republic of Moldova,ASY,0,6,0,30,7,0,43,8,0,0,27,5,0,40,83
2014,MDA,Republic of Moldova,REF,0,0,0,6,6,0,12,0,0,5,0,0,0,5,17
2014,MEX,Mexico,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,MLT,Malta,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,MLT,Malta,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2014,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
2014,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2014,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2014,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2014,NZL,New Zealand,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PAN,Panama,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PER,Peru,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PER,Peru,REF,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2014,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077
2014,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2014,PRT,Portugal,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
2014,PRT,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2014,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9
2014,ROU,Romania,REF,0,0,0,6,0,0,6,0,0,0,7,0,0,7,13
2014,ZAF,South Africa,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2014,ZAF,South Africa,REF,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8
2014,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229
2014,RUS,Russian Federation,REF,0,0,0,0,0,162251,162251,0,0,0,0,0,69536,69536,231787
2014,ESP,Spain,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689
2014,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,SRB,Serbia,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2014,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2014,SVN,Slovenia,ASY,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2014,SVN,Slovenia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094
2014,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2014,CHE,Switzerland,ASY,0,9,5,35,8,0,57,6,0,6,54,0,0,66,132
2014,CHE,Switzerland,REF,0,0,0,8,0,0,8,0,0,0,9,0,0,9,17
2014,SYR,Syrian Arab Republic,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,THA,Thailand,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,UKR,Ukraine,IDP,0,0,0,0,0,534950,534950,0,0,0,0,0,288050,288050,823000
2014,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,0,5,0,5,11
2014,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806
2014,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424
2015,ALB,Albania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ARG,Argentina,ASY,0,7,6,42,8,0,63,5,0,6,67,5,0,83,146
2015,ARG,Argentina,REF,0,0,0,12,5,0,17,0,0,5,22,0,0,27,44
2015,ARM,Armenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ARM,Armenia,REF,10,10,0,40,0,0,60,5,10,9,25,0,0,49,109
2015,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2015,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2015,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756
2015,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
2015,AZE,Azerbaijan,REF,0,0,0,7,0,0,7,0,0,0,8,0,0,8,15
2015,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2015,BEL,Belgium,REF,0,0,0,0,0,59,59,0,0,0,0,0,63,63,122
2015,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
2015,BLR,Belarus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089
2015,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
