Year,Country of Asylum Code,Country of Asylum Name,Population Type,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2006,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2006,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2006,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
2006,ISR,Israel,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2006,JOR,Jordan,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2006,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
2006,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2006,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2006,NZL,New Zealand,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2006,ROU,Romania,ASY,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2006,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2006,SVK,Slovakia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2006,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2006,SVN,Slovenia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2006,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
2006,CHE,Switzerland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,CHE,Switzerland,REF,0,0,0,0,0,18,18,0,0,0,0,0,10,10,28
2006,TUR,Turkey,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2006,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
2006,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43607
2007,ARG,Argentina,ASY,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2007,ARG,Argentina,REF,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2007,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2007,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
2007,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
2007,BEL,Belgium,REF,0,0,0,0,0,57,57,0,0,0,0,0,52,52,109
2007,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,BRA,Brazil,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,BIH,Bosnia and Herzegovina,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,CAN,Canada,ASY,5,0,0,146,24,0,175,5,0,0,147,0,5,157,332
2007,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911
2007,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2007,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
2007,CYP,Cyprus,REF,0,0,0,0,0,11,11,0,0,0,0,0,7,7,18
2007,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
2007,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2007,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2007,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2007,FRA,France,REF,0,0,0,0,0,363,363,0,0,0,0,0,310,310,673
2007,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2007,DEU,Germany,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2007,DEU,Germany,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19573
2007,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2007,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2007,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2007,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
2007,ISR,Israel,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2007,LTU,Lithuania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
2007,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2007,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2007,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2007,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2007,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2007,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2007,SVK,Slovakia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2007,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2007,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
2007,CHE,Switzerland,ASY,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2007,CHE,Switzerland,REF,0,0,6,0,0,9,15,0,0,6,0,0,0,6,21
2007,TUR,Turkey,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2007,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
2007,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912
2008,ARG,Argentina,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2008,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2008,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
2008,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
2008,BEL,Belgium,REF,0,0,0,0,0,52,52,0,0,0,0,0,48,48,100
2008,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6
2008,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,CAN,Canada,ASY,5,0,0,162,41,0,208,5,0,0,180,8,0,193,401
2008,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904
2008,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2008,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
2008,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2008,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
2008,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2008,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2008,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2008,FRA,France,REF,0,0,0,0,0,365,365,0,0,0,0,0,313,313,678
2008,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
2008,DEU,Germany,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2008,DEU,Germany,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22156
2008,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2008,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2008,ISL,Iceland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2008,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
2008,ISR,Israel,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
2008,JOR,Jordan,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2008,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2008,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2008,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2008,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2008,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2008,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2008,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2008,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2008,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
2008,CHE,Switzerland,ASY,0,0,0,6,0,0,6,0,0,5,8,0,0,13,19
2008,CHE,Switzerland,REF,8,0,0,0,0,8,16,0,0,6,0,0,0,6,22
2008,TUR,Turkey,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2008,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
2008,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729
2009,ARG,Argentina,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ARG,Argentina,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2009,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2009,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
2009,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
2009,BEL,Belgium,REF,0,0,0,0,0,47,47,0,0,0,0,0,42,42,89
2009,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6
2009,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,BGR,Bulgaria,ASY,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
2009,CAN,Canada,ASY,0,0,5,152,39,0,196,0,0,5,165,7,5,182,378
2009,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914
2009,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2009,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2009,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2009,CZE,Czechia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2009,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2009,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2009,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2009,FRA,France,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702
2009,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
2009,GEO,Georgia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,DEU,Germany,ASY,6,0,0,12,5,5,28,8,0,0,25,0,7,40,73
2009,DEU,Germany,REF,66,0,0,5719,2235,1274,9294,63,0,0,5805,1867,1383,9118,18412
2009,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2009,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2009,ISL,Iceland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
2009,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2009,LTU,Lithuania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,NLD,Netherlands,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2009,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
2009,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2009,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2009,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2009,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2009,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2009,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2009,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2009,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
2009,CHE,Switzerland,ASY,0,0,0,13,0,0,13,0,0,0,7,5,0,12,25
2009,CHE,Switzerland,REF,5,0,0,5,0,5,15,0,0,0,5,0,6,11,26
2009,SYR,Syrian Arab Republic,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,TUR,Turkey,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2009,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
2009,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570
2010,ARG,Argentina,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ARG,Argentina,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2010,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2010,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2010,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
2010,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
2010,BEL,Belgium,REF,0,0,0,0,0,45,45,0,0,0,0,0,41,41,86
2010,BLR,Belarus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,BGR,Bulgaria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2010,CAN,Canada,ASY,0,0,0,133,29,0,162,5,0,0,164,5,5,179,341
2010,CAN,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871
2010,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2010,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2010,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2010,CZE,Czechia,ASY,0,0,0,0,0,51,51,0,0,0,0,0,80,80,131
2010,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2010,DNK,Denmark,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2010,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2010,FRA,France,REF,0,0,0,0,0,385,385,0,0,0,0,0,327,327,712
2010,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
2010,DEU,Germany,ASY,5,0,0,21,5,7,38,8,0,0,41,0,7,56,94
2010,DEU,Germany,REF,59,0,0,6048,2525,1191,9823,52,0,0,6166,2062,1295,9575,19398
2010,GRC,Greece,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2010,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,HUN,Hungary,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2010,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2010,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,IDN,Indonesia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2010,IRL,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
2010,ITA,Italy,ASY,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6
2010,ITA,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2010,LTU,Lithuania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,LUX,Luxembourg,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,MDA,Republic of Moldova,ASY,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2010,NLD,Netherlands,ASY,0,0,0,0,0,5,5,0,0,0,0,0,10,10,15
2010,NLD,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2010,NOR,Norway,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,NOR,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2010,NZL,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,PAN,Panama,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,PER,Peru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,POL,Poland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2010,POL,Poland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2010,ROU,Romania,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,RUS,Russian Federation,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,RUS,Russian Federation,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2010,ESP,Spain,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ESP,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2010,SVK,Slovakia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2010,SWE,Sweden,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2010,SWE,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2010,CHE,Switzerland,ASY,0,0,0,7,0,0,7,0,0,0,5,0,0,5,12
2010,CHE,Switzerland,REF,5,0,0,8,0,5,18,0,0,0,5,0,6,11,29
2010,URY,Uruguay,REF,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2010,USA,United States of America,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2010,USA,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
2011,ARG,Argentina,ASY,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
2011,ARG,Argentina,REF,0,0,0,7,0,0,7,0,0,0,11,0,0,11,18
2011,AUS,Australia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,AUS,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2011,AUT,Austria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
2011,AUT,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
2011,BEL,Belgium,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2011,BEL,Belgium,REF,0,0,0,0,0,44,44,0,0,0,0,0,40,40,84
2011,BOL,Bolivia (Plurinational State of),REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,BRA,Brazil,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,BGR,Bulgaria,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,CAN,Canada,ASY,0,0,5,116,21,0,142,0,0,0,129,5,7,141,283
2011,CAN,Canada,REF,0,0,5,89,22,0,116,0,0,5,72,5,0,82,1788
2011,CHL,Chile,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,CRI,Costa Rica,REF,0,0,0,8,0,0,8,0,0,0,10,0,0,10,18
2011,CYP,Cyprus,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2011,CYP,Cyprus,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2011,CZE,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2011,DNK,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2011,ECU,Ecuador,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,EST,Estonia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,FIN,Finland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,FIN,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2011,FRA,France,REF,0,0,0,0,0,387,387,0,0,0,0,0,329,329,716
2011,GBR,United Kingdom of Great Britain and Northern Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2011,GBR,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
2011,DEU,Germany,ASY,5,0,0,21,0,7,33,6,0,0,24,0,7,37,70
2011,DEU,Germany,REF,41,0,0,6233,2746,1088,10108,50,0,0,6366,2255,1143,9814,19922
2011,GRC,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,HRV,Croatia,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,HRV,Croatia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,HUN,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2011,ISL,Iceland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IDN,Indonesia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IRL,Ireland,ASY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
